prot_id	location	type	transcript_length	cds_length	pseudogene	description	go	comments	Is_Reversed	chromosome	line_location	mol_weight	iso_point
Tb09.v4.0014	35,774 - 36,642 (-)	protein coding	869	687	0	hypothetical protein			1	TP26M21-2a10.p1k_v5.1	TP26M21-2a10.p1k_v5.1:35774-36642	25148	4.81
Tb09.v4.0015	36,799 - 38,619 (-)	protein coding	1821	699	0	hypothetical protein			1	TP26M21-2a10.p1k_v5.1	TP26M21-2a10.p1k_v5.1:36799-38619	25019	6.37
Tb09.v4.0016	318 - 1,775 (-)	protein coding	1458	1458	0	expression site- associated gene (ESAG) protein, putative	GO:0008289|Molecular Function|lipid binding|Interpro|IEA		1	TP26P4-1a02.q1ka	TP26P4-1a02.q1ka:318-1775	53587	5.3
Tb09.v4.0017	9,308 - 10,138 (+)	protein coding	831	831	0	rab1 (small gtp-binding protein rab1, putative)	GO:0006184|Biological Process|GTP catabolic process|Interpro|IEA|,GO:0006886|Biological Process|intracellular protein transport|Interpro|IEA|,GO:0006913|Biological Process|nucleocytoplasmic transport|Interpro|IEA|,GO:0007165|Biological Process|signal transduction|Interpro|IEA|,GO:0007264|Biological Process|small GTPase mediated signal transduction|Interpro|IEA|,GO:0015031|Biological Process|protein transport|Interpro|IEA|,GO:0005622|Cellular Component|intracellular|Interpro|IEA|,GO:0016020|Cellular Component|membrane|Interpro|IEA|,GO:0003924|Molecular Function|GTPase activity|Interpro|IEA|,GO:0005525|Molecular Function|GTP binding|Interpro|IEA		0	TP26P4-1a02.q1ka	TP26P4-1a02.q1ka:9308-10138	30752	9.05
Tb09.v4.0018	10,509 - 11,737 (+)	protein coding	1229	1188	0	expression site-associated gene (ESAG) protein, putative	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA		0	TP26P4-1a02.q1ka	TP26P4-1a02.q1ka:10509-11737	45499	8.18
Tb09.v4.0019	14,202 - 14,672 (-)	protein coding	471	471	0	hypothetical protein, unlikely			1	TP26P4-1a02.q1ka	TP26P4-1a02.q1ka:14202-14672	17466	11.19
Tb09.v4.0020	15,358 - 15,774 (+)	protein coding	417	417	0	hypothetical protein			0	TP26P4-1a02.q1ka	TP26P4-1a02.q1ka:15358-15774	15589	12.42
Tb09.v4.0021	2,506 - 3,975 (-)	protein coding	1470	1470	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:2506-3975	52851	10.28
Tb09.v4.0022	5,299 - 6,702 (-)	protein coding	1404	1404	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:5299-6702	51121	10.44
Tb09.v4.0023	8,266 - 9,666 (-)	protein coding	1401	1401	0	variant surface glycoprotein (VSG), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:8266-9666	49838	7.18
Tb09.v4.0024	10,372 - 11,481 (-)	protein coding	1110	1110	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:10372-11481	40943	9.81
Tb09.v4.0025	12,175 - 13,568 (-)	protein coding	1392	1392	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:12175-13568	49576	7.03
Tb09.v4.0026	25,065 - 26,600 (-)	protein coding	1536	1536	0	variant surface glycoprotein (VSG), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:25065-26600	55578	8.17
Tb09.v4.0027	26,928 - 27,963 (-)	protein coding	1033	1032	1	epression site associated gene (ESAG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:26928-27963	39226	9.06
Tb09.v4.0028	29,235 - 29,941 (-)	protein coding	660	660	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:29235-29941	23580	8.77
Tb09.v4.0029	32,199 - 33,722 (-)	protein coding	1524	1524	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:32199-33722	56216	10.7
Tb09.v4.0030	35,145 - 36,644 (-)	protein coding	1500	1500	0	variant surface glycoprotein (VSG), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:35145-36644	53219	7.9
Tb09.v4.0031	38,597 - 40,024 (-)	protein coding	1428	1428	0	variant surface glycoprotein (VSG), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:38597-40024	49773	7.18
Tb09.v4.0032	40,412 - 41,169 (-)	protein coding	756	756	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:40412-41169	26843	10.15
Tb09.v4.0033	41,643 - 42,462 (-)	protein coding	819	819	1	expression site-associated gene (ESAG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:41643-42462	31397	9.86
Tb09.v4.0034	43,412 - 44,721 (-)	protein coding	1308	1308	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:43412-44721	46938	9.76
Tb09.v4.0035	47,239 - 47,943 (-)	protein coding	705	705	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:47239-47943	25234	9.59
Tb09.v4.0036	50,500 - 51,975 (-)	protein coding	1476	1476	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-3b07.q1k	TP26P4-3b07.q1k:50500-51975	53615	7.38
Tb09.v4.0037	5,948 - 7,345 (-)	protein coding	1398	1398	1	variant surface glycoprotein (VSG, pseudogene), putative			1	TP26P4-5g04.p1k	TP26P4-5g04.p1k:5948-7345	48462	7.93
Tb09.v4.0038	7,472 - 8,556 (-)	protein coding	1083	1083	1	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative			1	TP26P4-5g04.p1k	TP26P4-5g04.p1k:7472-8556	42111	9.23
Tb09.v4.0039	9,577 - 11,097 (-)	protein coding	1521	1521	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	TP26P4-5g04.p1k	TP26P4-5g04.p1k:9577-11097	53811	6.61
Tb09.v4.0040	12,154 - 13,059 (-)	protein coding	906	906	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	TP26P4-5g04.p1k	TP26P4-5g04.p1k:12154-13059	33946	10.81
Tb09.v4.0041	1,327 - 2,803 (+)	protein coding	1473	1473	1	leucine-rich repeat protein (LRRP), fragment			0	TP26P4-6c09.p1k	TP26P4-6c09.p1k:1327-2803	55376	8.39
Tb09.v4.0042	8,439 - 9,041 (+)	protein coding	603	603	1	leucine-rich repeat protein (LRRP, pseudogene), putative			0	TP26P4-6c09.p1k	TP26P4-6c09.p1k:8439-9041	22445	8.74
Tb09.v4.0043	13,850 - 15,346 (-)	protein coding	1497	1497	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	TP26P4-6c09.p1k	TP26P4-6c09.p1k:13850-15346	52603	8.36
Tb09.v4.0044	19,413 - 20,819 (+)	protein coding	1407	1407	1	variant surface glycoprotein (VSG, pseudogene), putative			0	TP26P4-6c09.p1k	TP26P4-6c09.p1k:19413-20819	50802	10.85
Tb09.v4.0045	21,865 - 22,389 (+)	protein coding	525	525	1	expression site-associated gene 3 (ESAG3, pseudogene), putative			0	TP26P4-6c09.p1k	TP26P4-6c09.p1k:21865-22389	19695	5.02
Tb09.v4.0046	23,117 - 24,394 (+)	protein coding	1278	1278	1	variant surface glycoprotein (VSG, pseudogene), putative			0	TP26P4-6c09.p1k	TP26P4-6c09.p1k:23117-24394	44363	8.35
Tb09.v4.0047	5,664 - 6,824 (+)	protein coding	1161	1161	1	variant surface glycoprotein (VSG, pseudogene), putative			0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:5664-6824	40829	7.69
Tb09.v4.0048	9,201 - 10,341 (+)	protein coding	1140	1140	1	variant surface glycoprotein (VSG, pseudogene), putative			0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:9201-10341	40101	10.48
Tb09.v4.0049	14,534 - 15,760 (+)	protein coding	1227	1227	1	variant surface glycoprotein (VSG, pseudogene), putative			0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:14534-15760	44384	11.27
Tb09.v4.0050	17,790 - 19,241 (+)	protein coding	1452	1452	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:17790-19241	50977	7.21
Tb09.v4.0051	21,591 - 23,072 (+)	protein coding	1482	1482	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:21591-23072	51879	8.77
Tb09.v4.0052	24,940 - 26,220 (+)	protein coding	1281	1281	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:24940-26220	45393	5.31
Tb09.v4.0053	27,945 - 28,796 (+)	protein coding	852	852	0	Trypanosomal VSG domain containing protein, putative			0	TP29O12a-1b01.p1k	TP29O12a-1b01.p1k:27945-28796	31417	7.16
Tb09.v4.0054	1 - 787 (-)	protein coding	787	786	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tp_ends-40b06.q1k	Tp_ends-40b06.q1k:1-787	27512	9.55
Tb09.v4.0055	2,388 - 2,825 (-)	protein coding	438	438	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tp_ends-40b06.q1k	Tp_ends-40b06.q1k:2388-2825	16280	7.25
Tb09.v4.0056	4,161 - 5,228 (-)	protein coding	1068	1068	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tp_ends-40b06.q1k	Tp_ends-40b06.q1k:4161-5228	37308	9.57
Tb09.v4.0057	11,838 - 13,445 (-)	protein coding	1608	1608	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tp_ends-40b06.q1k	Tp_ends-40b06.q1k:11838-13445	57142	7.82
Tb09.v4.0058	1,521 - 3,501 (+)	protein coding	1981	1233	0	hypothetical protein	GO:0016740|Molecular Function|transferase activity|Interpro|IEA		0	tryp_IXa-16h03.q1c	tryp_IXa-16h03.q1c:1521-3501	44351	4.12
Tb09.v4.0059	4,377 - 5,645 (+)	protein coding	1269	1269	0	hypothetical protein	GO:0016740|Molecular Function|transferase activity|Interpro|IEA		0	tryp_IXa-16h03.q1c	tryp_IXa-16h03.q1c:4377-5645	45676	4.06
Tb09.v4.0060	7,417 - 9,852 (+)	protein coding	2436	2436	0	hypothetical protein			0	tryp_IXa-16h03.q1c	tryp_IXa-16h03.q1c:7417-9852	87593	4.06
Tb09.v4.0061	4,492 - 5,957 (+)	protein coding	1464	1464	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-1c10.p1c	tryp_IXb-1c10.p1c:4492-5957	52574	7.6
Tb09.v4.0062	7,580 - 8,179 (+)	protein coding	600	600	1	expression site-associated gene 3 (ESAG3, pseudogene), putative			0	tryp_IXb-1c10.p1c	tryp_IXb-1c10.p1c:7580-8179	21967	10.37
Tb09.v4.0063	8,367 - 9,943 (+)	protein coding	1575	1575	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-1c10.p1c	tryp_IXb-1c10.p1c:8367-9943	56598	7.54
Tb09.v4.0064	11,934 - 12,620 (+)	protein coding	687	687	0	hypothetical protein			0	tryp_IXb-1c10.p1c	tryp_IXb-1c10.p1c:11934-12620	25606	10.19
Tb09.v4.0065	14,768 - 15,739 (-)	protein coding	972	972	0	expression site-associated gene 1 (ESAG 1), putative			1	tryp_IXb-1c10.p1c	tryp_IXb-1c10.p1c:14768-15739	35652	5.1
Tb09.v4.0066	4,828 - 5,154 (+)	protein coding	327	327	0	hypothetical protein			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:4828-5154	12370	11
Tb09.v4.0067	5,235 - 6,881 (-)	protein coding	1647	1647	1	retrotransposon hot spot protein, pseudogene		Internal splice site only 20700444 698 Pending  Torsten Ochsenreiter, Institute of Cell Biology, University of Bern, Switzerland 2010-09-15 21:53:14 | 	1	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:5235-6881	62702	9.32
Tb09.v4.0068	7,318 - 8,250 (+)	protein coding	933	933	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:7318-8250	32754	10.24
Tb09.v4.0069	10,562 - 11,536 (+)	protein coding	975	975	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:10562-11536	34495	10.28
Tb09.v4.0070	13,659 - 15,167 (+)	protein coding	1509	1509	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:13659-15167	52692	6.09
Tb09.v4.0071	20,535 - 21,941 (+)	protein coding	1407	1407	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:20535-21941	50876	9.89
Tb09.v4.0072	22,764 - 24,183 (+)	protein coding	1419	1419	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:22764-24183	50733	9.21
Tb09.v4.0073	25,983 - 27,434 (+)	protein coding	1452	1452	0	variant surface glycoprotein (VSG), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:25983-27434	52712	9.52
Tb09.v4.0074	28,828 - 30,141 (+)	protein coding	1314	1314	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:28828-30141	46966	8.62
Tb09.v4.0075	36,779 - 38,338 (+)	protein coding	1560	1560	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:36779-38338	54437	7.84
Tb09.v4.0076	40,261 - 41,046 (+)	protein coding	786	786	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:40261-41046	28731	10.81
Tb09.v4.0077	42,308 - 43,777 (+)	protein coding	1470	1470	0	variant surface glycoprotein (VSG), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:42308-43777	51618	6.91
Tb09.v4.0078	45,638 - 46,444 (+)	protein coding	807	807	1	variant surface glycoprotein (VSHG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:45638-46444	29012	10.32
Tb09.v4.0079	51,698 - 52,344 (+)	protein coding	645	645	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:51698-52344	23485	5.97
Tb09.v4.0080	53,715 - 54,698 (+)	protein coding	984	984	0	hypothetical protein, conserved			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:53715-54698	38715	8.83
Tb09.v4.0081	54,844 - 56,392 (+)	protein coding	1542	1542	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:54844-56392	55294	8.83
Tb09.v4.0082	58,121 - 59,606 (+)	protein coding	1485	1485	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:58121-59606	52237	8.12
Tb09.v4.0083	60,688 - 61,655 (+)	protein coding	963	963	1	expression site-associated gene (ESAG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:60688-61655	36568	8.67
Tb09.v4.0084	61,967 - 63,462 (+)	protein coding	1494	1494	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:61967-63462	53417	8.07
Tb09.v4.0085	65,131 - 66,633 (+)	protein coding	1497	1497	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:65131-66633	53691	7.57
Tb09.v4.0086	66,773 - 67,165 (-)	protein coding	393	393	0	hypothetical protein, conserved			1	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:66773-67165	16217	8.59
Tb09.v4.0087	67,885 - 69,439 (+)	protein coding	1554	1554	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-217g08.q1c	tryp_IXb-217g08.q1c:67885-69439	55702	7.85
Tb09.v4.0088	2,389 - 3,705 (+)	protein coding	1317	1317	0	variant surface glycoprotein (VSG)			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:2389-3705	47407	8.19
Tb09.v4.0089	4,551 - 6,149 (+)	protein coding	1599	1599	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:4551-6149	56960	7.21
Tb09.v4.0090	6,358 - 7,772 (+)	protein coding	1410	1410	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:6358-7772	49683	7.21
Tb09.v4.0091	10,504 - 11,947 (+)	protein coding	1437	1437	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:10504-11947	50889	9.52
Tb09.v4.0092	13,114 - 14,599 (+)	protein coding	1482	1482	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:13114-14599	52084	8.04
Tb09.v4.0093	16,668 - 17,365 (+)	protein coding	693	693	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:16668-17365	25922	10.58
Tb09.v4.0094	19,292 - 19,716 (+)	protein coding	423	423	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:19292-19716	15365	4.74
Tb09.v4.0095	20,410 - 20,616 (+)	protein coding	207	207	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:20410-20616	7756	10.18
Tb09.v4.0096	20,666 - 22,117 (+)	protein coding	1449	1449	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:20666-22117	52983	9.98
Tb09.v4.0097	23,380 - 24,316 (+)	protein coding	933	933	1	hypothetical protein, pseudogene			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:23380-24316	36342	9.26
Tb09.v4.0098	24,714 - 25,607 (+)	protein coding	894	894	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:24714-25607	31829	8.46
Tb09.v4.0099	35,973 - 37,307 (-)	protein coding	1329	1329	1	variant surface glycoprotein (VSG, pseudogene), putative			1	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:35973-37307	47552	6.19
Tb09.v4.0100	38,872 - 39,682 (+)	protein coding	810	810	1	expression site-associated gene (ESAG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:38872-39682	31363	9.9
Tb09.v4.0101	40,850 - 41,817 (+)	protein coding	966	966	1	hypothetical protein, pseudogene			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:40850-41817	37873	8.06
Tb09.v4.0102	41,927 - 43,444 (+)	protein coding	1518	1518	0	variant surface glycoprotein (VSG, atypical), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:41927-43444	53689	6.74
Tb09.v4.0103	46,019 - 47,563 (+)	protein coding	1545	1545	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:46019-47563	54178	5.81
Tb09.v4.0104	52,495 - 53,097 (-)	protein coding	603	603	1	leucine-rich repeat protein (LRRP, pseudogene), putative			1	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:52495-53097	22480	8.74
Tb09.v4.0105	58,803 - 59,501 (-)	protein coding	699	699	0	hypothetical protein	GO:0005515|Molecular Function|protein binding|Interpro|IEA		1	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:58803-59501	26234	6.61
Tb09.v4.0106	69,707 - 71,155 (+)	protein coding	1449	1449	0	nucleoside transporter 1, putative	GO:0006810|Biological Process|transport|Interpro|IEA|,GO:0016021|Cellular Component|integral to membrane|Interpro|IEA|,GO:0005337|Molecular Function|nucleoside transmembrane transporter activity|Interpro|IEA		0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:69707-71155	52882	8.13
Tb09.v4.0107	86,960 - 88,417 (+)	protein coding	1458	1458	0	expression site-associated gene (ESAG) protein, putative	GO:0008289|Molecular Function|lipid binding|Interpro|IEA		0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:86960-88417	53608	4.93
Tb09.v4.0108	89,776 - 89,997 (+)	protein coding	222	222	1	expression site-associated gene (ESAG, pseudogene), putative	GO:0005515|Molecular Function|protein binding|Interpro|IEA|,GO:0008270|Molecular Function|zinc ion binding|Interpro|IEA		0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:89776-89997	7899	4.86
Tb09.v4.0109	92,291 - 92,989 (+)	protein coding	699	699	0	hypothetical protein			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:92291-92989	24949	6.04
Tb09.v4.0110	94,444 - 95,130 (+)	protein coding	687	687	0	hypothetical protein			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:94444-95130	25149	4.63
Tb09.v4.0111	97,192 - 98,692 (+)	protein coding	1500	1500	1	variant surface glycoprotein (VSG, pseudogene), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:97192-98692	53019	6.15
Tb09.v4.0112	105,365 - 106,870 (+)	protein coding	1506	1506	1	variant surface glycoprotein (VSG, pseudogene), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:105365-106870	53388	9.34
Tb09.v4.0113	110,042 - 111,523 (+)	protein coding	1482	1482	0	variant surface glycoprotein (VSG, atypical), putative			0	tryp_IXb-218d07.p1c	tryp_IXb-218d07.p1c:110042-111523	53372	8.38
